Customer_ID,Customer_Name,Category,Segment,clv
AM-10360,Alice McCarthy,Office Supplies,loyal_customers,787.851246603385
AM-10705,Anne McFarland,Office Supplies,loyal_customers,1158.7657450190327
AM-360,Alice McCarthy,Office Supplies,hibernating,206.3687191006766
AM-705,Anne McFarland,Office Supplies,hibernating,125.93444249664276
AO-10810,Anthony O'Donnell,Office Supplies,loyal_customers,789.1872765340906
AO-810,Anthony O'Donnell,Office Supplies,new_customers,81.53161924075327
AP-10720,Anne Pryor,Office Supplies,need_attention,769.0223991792479
AP-10915,Arthur Prichep,Office Supplies,loyal_customers,767.9909019022064
AP-720,Anne Pryor,Office Supplies,about_to_sleep,66.54870900335176
AP-915,Arthur Prichep,Office Supplies,hibernating,308.9158745564449
AR-10345,Alex Russell,Office Supplies,loyal_customers,688.1515601630506
AR-10405,Allen Rosenblatt,Office Supplies,need_attention,433.33613548213674
AR-10510,Andrew Roberts,Office Supplies,loyal_customers,664.243642748752
AR-10540,Andy Reiter,Office Supplies,potential_loyalists,432.848860552235
AR-10570,Anemone Ratner,Office Supplies,potential_loyalists,494.9581221318085
AR-10825,Anthony Rawles,Office Supplies,cant_loose,749.8184443331193
AR-345,Alex Russell,Office Supplies,potential_loyalists,137.0605559940821
AR-405,Allen Rosenblatt,Office Supplies,hibernating,38.78796043801805
AR-510,Andrew Roberts,Office Supplies,potential_loyalists,160.05869872340008
AR-540,Andy Reiter,Office Supplies,hibernating,40.34099850396869
AR-570,Anemone Ratner,Office Supplies,need_attention,123.48260783865368
AR-825,Anthony Rawles,Office Supplies,about_to_sleep,132.32081256724246
AS-10045,Aaron Smayling,Office Supplies,cant_loose,585.2902113200935
AS-10090,Adam Shillingsburg,Office Supplies,loyal_customers,749.3830253867945
AS-10135,Adrian Shami,Office Supplies,need_attention,438.07754618156906
AS-10225,Alan Schoenberger,Office Supplies,loyal_customers,1123.751155018763
AS-10240,Alan Shonely,Office Supplies,loyal_customers,419.93478092961993
AS-10285,Alejandro Savely,Office Supplies,loyal_customers,820.5362204879823
AS-10630,Ann Steele,Office Supplies,need_attention,445.3138694280514
AS-135,Adrian Shami,Office Supplies,hibernating,428.04152757311647
AS-225,Alan Schoenberger,Office Supplies,potential_loyalists,31.239569144686925
AS-240,Alan Shonely,Office Supplies,hibernating,137.17620162942222
AS-285,Alejandro Savely,Office Supplies,at_Risk,268.558060248723
AS-45,Aaron Smayling,Office Supplies,promising,198.60492468362247
AS-630,Ann Steele,Office Supplies,need_attention,113.642928144714
AS-90,Adam Shillingsburg,Office Supplies,hibernating,36.48936328415728
AT-10435,Alyssa Tate,Office Supplies,loyal_customers,657.9595127197387
AT-10735,Annie Thurman,Office Supplies,champions,625.652837735464
AT-435,Alyssa Tate,Office Supplies,at_Risk,70.68767580718955
AT-735,Annie Thurman,Office Supplies,hibernating,27.92019531370122
AW-10840,Anthony Witt,Office Supplies,loyal_customers,685.7180846604092
AW-10930,Arthur Wiediger,Office Supplies,need_attention,515.0336312113267
AW-840,Anthony Witt,Office Supplies,hibernating,127.47324554675254
AW-930,Arthur Wiediger,Office Supplies,about_to_sleep,75.01395895860055
AY-10555,Andy Yotov,Office Supplies,potential_loyalists,282.61452805701947
AY-555,Andy Yotov,Office Supplies,need_attention,193.8681746547547
AZ-10750,Annie Zypern,Office Supplies,need_attention,494.1961078952394
AZ-750,Annie Zypern,Office Supplies,need_attention,130.69440908141115
BB-10990,Barry Blumstein,Office Supplies,loyal_customers,450.3994856437787
BB-11545,Brenda Bowman,Office Supplies,loyal_customers,887.9147516981511
BB-1545,Brenda Bowman,Office Supplies,promising,22.499868071014475
BB-990,Barry Blumstein,Office Supplies,about_to_sleep,73.34711657695411
BC-11125,Becky Castell,Office Supplies,loyal_customers,734.5639871497939
BC-1125,Becky Castell,Office Supplies,hibernating,28.80630564993754
BD-11320,Bill Donatelli,Office Supplies,champions,626.2017487443236
BD-11500,Bradley Drucker,Office Supplies,loyal_customers,621.1512353475146
BD-11560,Brendan Dodson,Office Supplies,potential_loyalists,463.0347510273406
BD-11605,Brian Dahlen,Office Supplies,at_Risk,450.8006293027006
BD-11620,Brian DeCherney,Office Supplies,loyal_customers,368.96697766213276
BD-11635,Brian Derr,Office Supplies,champions,530.3704909177153
BD-11725,Bruce Degenhardt,Office Supplies,champions,527.0284655616556
BD-11770,Bryan Davis,Office Supplies,loyal_customers,519.8728137880848
BD-1320,Bill Donatelli,Office Supplies,new_customers,214.14346609370335
BD-1500,Bradley Drucker,Furniture,hibernating,6.1943977871105
BD-1560,Brendan Dodson,Office Supplies,hibernating,134.97882637245914
BD-1605,Brian Dahlen,Office Supplies,hibernating,70.59246787999591
BD-1620,Brian DeCherney,Office Supplies,at_Risk,170.265423849489
BD-1635,Brian Derr,Office Supplies,at_Risk,333.5632915009289
BD-1725,Bruce Degenhardt,Office Supplies,at_Risk,265.30836122719717
BD-1770,Bryan Davis,Office Supplies,hibernating,237.8770944680577
BE-11335,Bill Eplett,Office Supplies,loyal_customers,1307.448785327522
BE-11410,Bobby Elias,Office Supplies,cant_loose,814.5052810122271
BE-11455,Brad Eason,Office Supplies,champions,868.5649062505139
BE-1335,Bill Eplett,Furniture,hibernating,112.39884797833467
BE-1410,Bobby Elias,Office Supplies,hibernating,125.69862304333843
BE-1455,Brad Eason,Technology,hibernating,286.45893674612245
BF-1005,Barry Franz,Office Supplies,hibernating,89.04820289642046
BF-1020,Barry Französisch,Office Supplies,hibernating,336.2855600046429
BF-1080,Bart Folk,Office Supplies,hibernating,295.7984510117715
BF-10975,Barbara Fisher,Office Supplies,need_attention,387.9424294417378
BF-11005,Barry Franz,Office Supplies,champions,1211.9193296874464
BF-11020,Barry Französisch,Office Supplies,loyal_customers,494.59960888956215
BF-11080,Bart Folk,Office Supplies,at_Risk,512.5880889464632
BF-11170,Ben Ferrer,Office Supplies,loyal_customers,1067.0549637095494
BF-11215,Benjamin Farhat,Office Supplies,at_Risk,620.6488309647157
BF-11275,Beth Fritzler,Office Supplies,champions,476.60461641827715
BF-1170,Ben Ferrer,Office Supplies,hibernating,84.43445790846887
BF-1215,Benjamin Farhat,Office Supplies,hibernating,54.34843149532277
BF-1275,Beth Fritzler,Office Supplies,potential_loyalists,72.36515611332842
BF-975,Barbara Fisher,Office Supplies,hibernating,111.69406523287563
BG-1035,Barry Gonzalez,Office Supplies,hibernating,
BG-11035,Barry Gonzalez,Office Supplies,cant_loose,984.426147126306
BG-11695,Brooke Gillingham,Office Supplies,potential_loyalists,600.3370064211554
BG-11740,Bruce Geld,Office Supplies,champions,727.5897916346721
BG-1695,Brooke Gillingham,Office Supplies,about_to_sleep,36.314061802252695
BG-1740,Bruce Geld,Office Supplies,promising,207.8923852931498
BH-11710,Brosina Hoffman,Office Supplies,cant_loose,1186.8437119374926
BH-1710,Brosina Hoffman,Office Supplies,at_Risk,320.4991720375116
BK-11260,Berenike Kampe,Office Supplies,loyal_customers,632.3922648812049
BK-1260,Berenike Kampe,Office Supplies,about_to_sleep,23.158641442997197
BM-11140,Becky Martin,Office Supplies,champions,1065.2312871794245
BM-1140,Becky Martin,Furniture,promising,121.59222133924938
BM-11575,Brendan Murry,Office Supplies,loyal_customers,497.43101325387516
BM-11650,Brian Moss,Office Supplies,loyal_customers,776.6586737238777
BM-11785,Bryan Mills,Office Supplies,champions,856.1361198353709
BM-1575,Brendan Murry,Office Supplies,need_attention,97.48093585838231
BM-1650,Brian Moss,Office Supplies,hibernating,157.29824659994372
BM-1785,Bryan Mills,Office Supplies,need_attention,135.03362063386754
BN-11470,Brad Norvell,Office Supplies,champions,1345.122408587477
BN-11515,Bradley Nguyen,Office Supplies,champions,509.5242329442284
BN-1470,Brad Norvell,Office Supplies,hibernating,212.34341498585277
BN-1515,Bradley Nguyen,Office Supplies,hibernating,190.57817700641192
BO-11350,Bill Overfelt,Office Supplies,need_attention,433.9418736218904
BO-11425,Bobby Odegard,Office Supplies,potential_loyalists,595.2500431922497
BO-1350,Bill Overfelt,Office Supplies,hibernating,66.85164464489772
BO-1425,Bobby Odegard,Office Supplies,potential_loyalists,198.07087440504785
BP-1050,Barry Pond,Office Supplies,potential_loyalists,302.885093139284
BP-1095,Bart Pistole,Office Supplies,new_customers,163.3051487813678
BP-11050,Barry Pond,Office Supplies,potential_loyalists,323.87074769739036
BP-11095,Bart Pistole,Office Supplies,champions,384.4180891549074
BP-11155,Becky Pak,Office Supplies,loyal_customers,761.0670948254478
BP-11185,Ben Peterman,Office Supplies,champions,804.4144826104238
BP-11230,Benjamin Patterson,Office Supplies,loyal_customers,597.0565031615129
BP-11290,Beth Paige,Office Supplies,loyal_customers,599.5013627863173
BP-1155,Becky Pak,Office Supplies,hibernating,81.73245648384227
BP-1185,Ben Peterman,Office Supplies,potential_loyalists,120.63541763588736
BP-1230,Benjamin Patterson,Office Supplies,hibernating,365.79861309703966
BP-1290,Beth Paige,Office Supplies,hibernating,29.545745926988435
BS-11365,Bill Shonely,Office Supplies,champions,919.5584822270869
BS-11380,Bill Stewart,Office Supplies,loyal_customers,897.3313966415965
BS-11590,Brendan Sweed,Office Supplies,loyal_customers,542.9131638608308
BS-11665,Brian Stugart,Office Supplies,loyal_customers,844.2717791351079
BS-11755,Bruce Stewart,Office Supplies,champions,829.1073449899034
BS-11800,Bryan Spruell,Office Supplies,potential_loyalists,600.4193741514769
BS-1365,Bill Shonely,Office Supplies,promising,95.44973966673298
BS-1380,Bill Stewart,Office Supplies,hibernating,52.405307775632494
BS-1590,Brendan Sweed,Office Supplies,hibernating,58.78441953160902
BS-1665,Brian Stugart,Office Supplies,hibernating,336.2102136028089
BS-1755,Bruce Stewart,Office Supplies,hibernating,148.47061115750319
BS-1800,Bryan Spruell,Office Supplies,potential_loyalists,359.46058760704466
BT-11305,Beth Thompson,Office Supplies,at_Risk,498.9263857716098
BT-11395,Bill Tyler,Office Supplies,loyal_customers,579.3644179500573
BT-11440,Bobby Trafton,Office Supplies,at_Risk,419.84327110956184
BT-11485,Brad Thomas,Office Supplies,cant_loose,433.73239832962514
BT-11530,Bradley Talbott,Office Supplies,loyal_customers,706.6682924150555
BT-11680,Brian Thompson,Office Supplies,potential_loyalists,702.1072566109196
BT-1305,Beth Thompson,Office Supplies,potential_loyalists,77.80859077066191
BT-1395,Bill Tyler,Office Supplies,about_to_sleep,62.41526066398767
BT-1440,Bobby Trafton,Office Supplies,at_Risk,124.06270613485874
BT-1485,Brad Thomas,Office Supplies,at_Risk,160.56228235442427
BT-1530,Bradley Talbott,Office Supplies,hibernating,94.01859338688053
BT-1680,Brian Thompson,Technology,hibernating,77.56777105462218
BV-11245,Benjamin Venier,Office Supplies,need_attention,1007.0035552923391
BV-1245,Benjamin Venier,Office Supplies,hibernating,69.13031976466331
BW-1065,Barry Weirich,Furniture,hibernating,1061.1345250420043
BW-11065,Barry Weirich,Office Supplies,need_attention,418.4462672402929
BW-1110,Bart Watters,Office Supplies,at_Risk,104.09442265437904
BW-11110,Bart Watters,Office Supplies,cant_loose,1429.9956612043984
BW-11200,Ben Wallace,Office Supplies,loyal_customers,552.2249309616336
BW-1200,Ben Wallace,Office Supplies,hibernating,243.79747718664402
CA-11965,Carol Adams,Office Supplies,loyal_customers,942.6401671705262
CA-12055,Cathy Armstrong,Office Supplies,potential_loyalists,534.5159509440942
CA-12265,Christina Anderson,Office Supplies,loyal_customers,861.106729921452
CA-12310,Christine Abelman,Office Supplies,potential_loyalists,368.7149571654405
CA-12775,Cynthia Arntzen,Office Supplies,at_Risk,878.7484989414775
CA-1965,Carol Adams,Office Supplies,hibernating,229.2594606813937
CA-2055,Cathy Armstrong,Office Supplies,hibernating,194.8806491586618
CA-2265,Christina Anderson,Office Supplies,hibernating,241.64476786897572
CA-2310,Christine Abelman,Office Supplies,hibernating,46.05580382397052
CA-2775,Cynthia Arntzen,Office Supplies,hibernating,126.48019562710628
CB-12025,Cassandra Brandow,Office Supplies,champions,575.4351633331889
CB-12415,Christy Brittain,Office Supplies,loyal_customers,606.1903351716633
CB-12535,Claudia Bergmann,Office Supplies,loyal_customers,845.4925012274913
CB-2025,Cassandra Brandow,Office Supplies,hibernating,224.2246324214579
CB-2415,Christy Brittain,Furniture,hibernating,96.51196429882009
CB-2535,Claudia Bergmann,Office Supplies,new_customers,49.30001912836657
CC-12100,Chad Cunningham,Office Supplies,at_Risk,664.8076160990265
CC-12145,Charles Crestani,Office Supplies,loyal_customers,652.0111195368735
CC-12220,Chris Cortes,Office Supplies,loyal_customers,347.3228455942618
CC-12370,Christopher Conant,Office Supplies,loyal_customers,1245.1429059802765
CC-12430,Chuck Clark,Office Supplies,champions,655.8884561860685
CC-12475,Cindy Chapman,Office Supplies,loyal_customers,859.0446793606599
CC-12550,Clay Cheatham,Office Supplies,at_Risk,388.55069094225706
CC-12610,Corey Catlett,Office Supplies,loyal_customers,781.2078018606246
CC-12670,Craig Carreira,Office Supplies,loyal_customers,492.0881294842628
CC-12685,Craig Carroll,Office Supplies,potential_loyalists,648.274444434936
CC-2100,Chad Cunningham,Office Supplies,hibernating,107.63611838096074
CC-2145,Charles Crestani,Office Supplies,hibernating,77.43987565507868
CC-2220,Chris Cortes,Office Supplies,potential_loyalists,245.20381261695184
CC-2370,Christopher Conant,Office Supplies,potential_loyalists,407.1064210400072
CC-2430,Chuck Clark,Office Supplies,hibernating,184.15577310660214
CC-2475,Cindy Chapman,Office Supplies,hibernating,234.03630696738313
CC-2550,Clay Cheatham,Office Supplies,hibernating,102.37898427941897
CC-2610,Corey Catlett,Furniture,hibernating,147.6473222868632
CC-2670,Craig Carreira,Office Supplies,hibernating,100.14894510463338
CC-2685,Craig Carroll,Office Supplies,hibernating,348.719936339246
CD-11920,Carlos Daly,Office Supplies,champions,895.1217996868654
CD-11980,Carol Darley,Office Supplies,champions,589.4886990119393
CD-12280,Christina DeMoss,Office Supplies,loyal_customers,883.750139339085
CD-12790,Cynthia Delaney,Office Supplies,loyal_customers,655.4803254461787
CD-1920,Carlos Daly,Office Supplies,hibernating,209.46565633834064
CD-1980,Carol Darley,Office Supplies,potential_loyalists,89.86348838621444
CD-2280,Christina DeMoss,Office Supplies,potential_loyalists,116.39680877742745
CD-2790,Cynthia Delaney,Office Supplies,hibernating,63.13951923960303
CG-12040,Catherine Glotzbach,Office Supplies,potential_loyalists,210.19739995353694
CG-12520,Claire Gute,Office Supplies,need_attention,731.4349361370148
CG-2040,Catherine Glotzbach,Office Supplies,hibernating,40.48856706816996
CG-2520,Claire Gute,Office Supplies,hibernating,134.29051222266116
CH-12070,Cathy Hwang,Office Supplies,potential_loyalists,628.779546483118
CH-2070,Cathy Hwang,Office Supplies,hibernating,358.9738098323824
CJ-11875,Carl Jackson,Office Supplies,loyal_customers,706.6836565181327
CJ-12010,Caroline Jumper,Office Supplies,loyal_customers,924.3234615993415
CJ-1875,Carl Jackson,Office Supplies,about_to_sleep,114.99227834815328
CJ-2010,Caroline Jumper,Office Supplies,about_to_sleep,24.51182581062484
CK-12205,Chloris Kastensmidt,Office Supplies,champions,643.3631895392646
CK-12325,Christine Kargatis,Office Supplies,at_Risk,472.2873194154895
CK-12595,Clytie Kelty,Office Supplies,loyal_customers,858.7787753146173
CK-12760,Cyma Kinney,Office Supplies,loyal_customers,332.135562774115
CK-2205,Chloris Kastensmidt,Office Supplies,hibernating,87.56575545564942
CK-2325,Christine Kargatis,Office Supplies,potential_loyalists,216.86700745566736
CK-2595,Clytie Kelty,Office Supplies,hibernating,116.5239242100908
CK-2760,Cyma Kinney,Office Supplies,need_attention,278.0364659728964
CL-11890,Carl Ludwig,Office Supplies,loyal_customers,819.5135451763872
CL-12565,Clay Ludtke,Office Supplies,champions,802.0123041767425
CL-12700,Craig Leslie,Office Supplies,champions,830.9689008011617
CL-1890,Carl Ludwig,Office Supplies,at_Risk,33.669696215992815
CL-2565,Clay Ludtke,Office Supplies,about_to_sleep,197.5386809603424
CL-2700,Craig Leslie,Office Supplies,promising,230.0836313670048
CM-11815,Candace McMahon,Office Supplies,loyal_customers,711.0341973056649
CM-11830,Cari MacIntyre,Office Supplies,champions,798.8309202875657
CM-11935,Carlos Meador,Office Supplies,need_attention,551.6337793321308
CM-12115,Chad McGuire,Office Supplies,potential_loyalists,760.351502232113
CM-12160,Charles McCrossin,Office Supplies,at_Risk,852.1989432963132
CM-12190,Charlotte Melton,Office Supplies,champions,588.2373437354241
CM-12235,Chris McAfee,Office Supplies,need_attention,542.9169499357131
CM-12385,Christopher Martinez,Office Supplies,loyal_customers,1025.9022829628545
CM-12445,Chuck Magee,Office Supplies,loyal_customers,623.9560744326315
CM-12655,Corinna Mitchell,Furniture,at_Risk,768.1616085137766
CM-12715,Craig Molinari,Office Supplies,potential_loyalists,424.5326550262106
CM-1815,Candace McMahon,Office Supplies,hibernating,30.032351722789315
CM-1830,Cari MacIntyre,Office Supplies,at_Risk,285.85312358828276
CM-1935,Carlos Meador,Office Supplies,about_to_sleep,28.99854894292681
CM-2115,Chad McGuire,Office Supplies,about_to_sleep,522.463803386218
CM-2160,Charles McCrossin,Office Supplies,promising,178.2144030477181
CM-2190,Charlotte Melton,Office Supplies,hibernating,155.57776857453678
CM-2235,Chris McAfee,Office Supplies,hibernating,24.899719467868962
CM-2385,Christopher Martinez,Office Supplies,hibernating,50.86086284361798
CM-2445,Chuck Magee,Office Supplies,hibernating,140.09844251001977
CM-2655,Corinna Mitchell,Office Supplies,need_attention,80.93338688546963
CM-2715,Craig Molinari,Office Supplies,hibernating,189.20835569648628
CP-12085,Cathy Prescott,Office Supplies,at_Risk,714.9759459025772
CP-12340,Christine Phan,Office Supplies,champions,939.1342523699213
CP-2085,Cathy Prescott,Office Supplies,need_attention,325.41967519821867
CP-2340,Christine Phan,Office Supplies,hibernating,467.4505893337379
CR-12580,Clay Rozendal,Office Supplies,need_attention,525.8814349266196
CR-12625,Corey Roper,Office Supplies,loyal_customers,803.399291960578
CR-12730,Craig Reiter,Office Supplies,at_Risk,1064.2954060666732
CR-12820,Cyra Reiten,Office Supplies,at_Risk,834.896692348369
CR-2580,Clay Rozendal,Furniture,about_to_sleep,522.7283143146802
CR-2625,Corey Roper,Office Supplies,potential_loyalists,290.36904829132516
CR-2730,Craig Reiter,Office Supplies,potential_loyalists,82.68981226035513
CR-2820,Cyra Reiten,Office Supplies,hibernating,87.3870063026422
CS-11845,Cari Sayre,Office Supplies,loyal_customers,963.5982113470952
CS-11860,Cari Schnelling,Office Supplies,at_Risk,516.8180509208803
CS-11950,Carlos Soltero,Office Supplies,loyal_customers,674.7826187761742
CS-12130,Chad Sievert,Office Supplies,potential_loyalists,548.0011151675926
CS-12175,Charles Sheldon,Office Supplies,cant_loose,830.0050506123099
CS-12250,Chris Selesnick,Office Supplies,loyal_customers,580.1709124918954
CS-12355,Christine Sundaresam,Office Supplies,champions,489.9139134835467
CS-12400,Christopher Schild,Office Supplies,champions,524.5157918562384
CS-12460,Chuck Sachs,Office Supplies,champions,1031.7731549516548
CS-12490,Cindy Schnelling,Office Supplies,champions,587.1918007061727
CS-12505,Cindy Stewart,Office Supplies,at_Risk,605.7710736193708
CS-1845,Cari Sayre,Office Supplies,hibernating,115.2224892161793
CS-1860,Cari Schnelling,Office Supplies,need_attention,115.22509782382241
CS-1950,Carlos Soltero,Office Supplies,hibernating,53.636178852759585
CS-2130,Chad Sievert,Furniture,hibernating,123.28238366457248
CS-2175,Charles Sheldon,Office Supplies,hibernating,231.53257840606443
CS-2250,Chris Selesnick,Office Supplies,new_customers,172.89534875049665
CS-2355,Christine Sundaresam,Office Supplies,at_Risk,75.41494101677839
CS-2400,Christopher Schild,Office Supplies,new_customers,251.52771017950874
CS-2460,Chuck Sachs,Office Supplies,potential_loyalists,156.46302233890384
CS-2490,Cindy Schnelling,Office Supplies,hibernating,189.2814362550588
CS-2505,Cindy Stewart,Office Supplies,about_to_sleep,123.25798342989691
CT-11995,Carol Triggs,Office Supplies,at_Risk,641.1909735471332
CT-1995,Carol Triggs,Technology,hibernating,58.46975362380935
CV-12295,Christina VanderZanden,Office Supplies,need_attention,439.2659095764362
CV-12805,Cynthia Voltz,Office Supplies,potential_loyalists,524.5509943188015
CV-2295,Christina VanderZanden,Office Supplies,potential_loyalists,83.33601135190581
CV-2805,Cynthia Voltz,Office Supplies,hibernating,331.7336918929683
CW-11905,Carl Weiss,Office Supplies,champions,704.678796167232
CW-1905,Carl Weiss,Office Supplies,hibernating,127.69539667045237
CY-12745,Craig Yedwab,Office Supplies,loyal_customers,792.9517089679987
CY-2745,Craig Yedwab,Office Supplies,hibernating,24.684708796202294
Co-12640,Corey-Lock,Office Supplies,champions,613.8041694082109
Co-2640,Corey-Lock,Office Supplies,hibernating,57.78800364089328
DA-13450,Dianna Arnett,Office Supplies,loyal_customers,656.131476121112
DA-3450,Dianna Arnett,Office Supplies,promising,177.198110699495
DB-12910,Daniel Byrd,Office Supplies,champions,577.1541445838049
DB-12970,Darren Budd,Office Supplies,at_Risk,513.9919621266104
DB-13060,Dave Brooks,Office Supplies,loyal_customers,1098.5246554604878
DB-13120,David Bremer,Office Supplies,potential_loyalists,351.8574692441074
DB-13210,Dean Braden,Office Supplies,champions,704.8045252259823
DB-13270,Deborah Brumfield,Office Supplies,champions,550.4354205121963
DB-13360,Dennis Bolton,Office Supplies,loyal_customers,326.04694482021375
DB-13405,Denny Blanton,Office Supplies,at_Risk,770.4259709524321
DB-13555,Dorothy Badders,Office Supplies,need_attention,479.9747108169472
DB-13615,Doug Bickford,Office Supplies,loyal_customers,494.5466250827428
DB-13660,Duane Benoit,Office Supplies,potential_loyalists,610.2359919688201
DB-2910,Daniel Byrd,Office Supplies,hibernating,199.65740552439178
DB-2970,Darren Budd,Office Supplies,hibernating,68.67577203483864
DB-3060,Dave Brooks,Office Supplies,potential_loyalists,153.56842783141357
DB-3120,David Bremer,Office Supplies,hibernating,60.77600351203823
DB-3210,Dean Braden,Office Supplies,hibernating,24.576464234810942
DB-3270,Deborah Brumfield,Office Supplies,about_to_sleep,222.72594760976173
DB-3360,Dennis Bolton,Furniture,hibernating,479.467144533349
DB-3405,Denny Blanton,Furniture,hibernating,92.37413709536911
DB-3555,Dorothy Badders,Office Supplies,new_customers,130.5118411568497
